song,artist,total_phrase,phrase_count,lyric
new york minute,don henley,76,10,As years unfurl
new york minute,don henley,76,11,One day he crossed some line
new york minute,don henley,76,12,And he was too much in this world
new york minute,don henley,76,13,But I guess it doesn't matter anymore
new york minute,don henley,76,14,In a New York minute
new york minute,don henley,76,15,Everything can change
new york minute,don henley,76,16,In a New York minute
new york minute,don henley,76,17,Things can get pretty strange
new york minute,don henley,76,18,In a New York minute
new york minute,don henley,76,19,Everything can change
new york minute,don henley,76,20,In a New York minute
new york minute,don henley,76,21,Lying here in the darkness
new york minute,don henley,76,22,I hear the sirens wail
new york minute,don henley,76,23,Somebody going to emergency
new york minute,don henley,76,24,Somebody's going to jail
new york minute,don henley,76,25,You find somebody to love in this world
new york minute,don henley,76,26,You better hang on tooth and nail
new york minute,don henley,76,27,The wolf is always at the door
new york minute,don henley,76,28,In a New York minute
new york minute,don henley,76,29,Everything can change
new york minute,don henley,76,30,In a New York minute
new york minute,don henley,76,31,Things can get little strange
new york minute,don henley,76,32,In a New York minute
new york minute,don henley,76,33,Everything can change
new york minute,don henley,76,34,In a New York minute
new york minute,don henley,76,35,And in these days
new york minute,don henley,76,36,When darkness falls early
new york minute,don henley,76,37,And people rush home
new york minute,don henley,76,38,To the ones they love
new york minute,don henley,76,39,You better take a fool's advice
new york minute,don henley,76,40,And take care of your own
new york minute,don henley,76,41,One day they're here
new york minute,don henley,76,42,Next day they're gone
new york minute,don henley,76,43,I pulled my coat over my shoulders
new york minute,don henley,76,44,And took a walk down through the park
new york minute,don henley,76,45,The leaves were falling around me
new york minute,don henley,76,46,The groaning city in the gathering dark
new york minute,don henley,76,47,On some solitary rock
new york minute,don henley,76,48,A desperate lover left his mark,
new york minute,don henley,76,49,Baby, I've changed, please come back
new york minute,don henley,76,50,What the head makes cloudy
new york minute,don henley,76,51,The heart makes very clear
new york minute,don henley,76,52,The days were so much brighter
new york minute,don henley,76,53,In the time when she was here
new york minute,don henley,76,54,I know there's somebody, somewhere
new york minute,don henley,76,55,Make these dark clouds disappear
new york minute,don henley,76,56,Until that day, I have to believe
new york minute,don henley,76,57,I believe, I believe
new york minute,don henley,76,58,In a New York minute
new york minute,don henley,76,59,Everything can change
new york minute,don henley,76,60,In a New York minute
new york minute,don henley,76,61,You can get out of the way
new york minute,don henley,76,62,In a New York minute
new york minute,don henley,76,63,Everything can change
new york minute,don henley,76,64,In a New York minute
new york minute,don henley,76,65,In a New York minute
new york minute,don henley,76,66,Everything can change
new york minute,don henley,76,67,In a New York minute
new york minute,don henley,76,68,Things can get little strange
new york minute,don henley,76,69,In a New York minute
new york minute,don henley,76,70,Everything can change (in a New York minute)
new york minute,don henley,76,71,In a New York minute
new york minute,don henley,76,72,Everything can change
new york minute,don henley,76,73,In a New York minute
new york minute,don henley,76,74,You can get out of the way
new york minute,don henley,76,75,In a New York minute
new york slave,the blood brothers,28,0,Her smiles flashed SOS in that dress of sea anemone skin.
new york slave,the blood brothers,28,1,He pinned his heart to his tuxedo it throbbed
new york slave,the blood brothers,28,2,And hissed like a rabid jewel.
new york slave,the blood brothers,28,3,From the back of the chapel cracked
new york slave,the blood brothers,28,4,And crystal our gaze locked in temptation.
new york slave,the blood brothers,28,5,A priest with a glass eye sang songs of christian desperation.
new york slave,the blood brothers,28,6,The flower girls were all sown up,
new york slave,the blood brothers,28,7,They're hanging from the rafters.
new york slave,the blood brothers,28,8,Showering your matrimony like a guillotine's laughter.
new york slave,the blood brothers,28,9,"dearly beloved we are gathered here to witness,
new york slave,the blood brothers,28,10,The sacred union of vibrancy and sickness...
new york slave,the blood brothers,28,11,Do you take this man with the diamond skin tie?
new york slave,the blood brothers,28,12,And when you are fucking him will you scream dollar signs?
new york slave,the blood brothers,28,13,Let me introduce you to a new phrase...
new york slave,the blood brothers,28,14,New york noose for a new york slave."
new york slave,the blood brothers,28,15,Stained glass eyes wink through mother maty's navelscope...
new york slave,the blood brothers,28,16,Who's pupils are watching?
new york slave,the blood brothers,28,17,The priest's tongue slips out like a jackal.
new york slave,the blood brothers,28,18,Every eye in the audience spinning like a drill.
new york slave,the blood brothers,28,19,The groom plucks a key from the rapture tree
new york slave,the blood brothers,28,20,And opens her ribcage like a squealing armoire.
new york slave,the blood brothers,28,21,Her lungs and liver screaming mercy mercy mercy,
new york slave,the blood brothers,28,22,While they re arrange the wires in her heart.
new york slave,the blood brothers,28,23,I now pronounce you smiling like a grave,
new york slave,the blood brothers,28,24,I now pronounce you a new york slave.
new york slave,the blood brothers,28,25,Now every dripping chest wound is getting little guilt feelings,
new york slave,the blood brothers,28,26,What about your new life do you crave?
new york slave,the blood brothers,28,27,He's your ticket to fame but your his new york slave.
why,elvis costello,11,0,Why is Daddy not here?
why,elvis costello,11,1,Are you crying ?
why,elvis costello,11,2,Why?
why,elvis costello,11,3,Does he still love me?
why,elvis costello,11,4,Will you take care of me ?
why,elvis costello,11,5,If you both love me so
why,elvis costello,11,6,Why don't you love each other
why,elvis costello,11,7,Mummy's gone missing
why,elvis costello,11,8,Daddy's on fire
why,elvis costello,11,9,Daddy's on fire
why,elvis costello,11,10,Daddy's on fire
chelsea,elvis costello,39,0,Photographs of fancy tricks to get your kicks at sixty-six
chelsea,elvis costello,39,1,He thinks of all the lips that he licks
chelsea,elvis costello,39,2,And all the girls that he's going to fix
chelsea,elvis costello,39,3,She gave a little flirt, gave herself a little cuddle
chelsea,elvis costello,39,4,But there's no place here for the mini-skirt waddle
chelsea,elvis costello,39,5,Capital punishment, she's last year's model
chelsea,elvis costello,39,6,They call her Natasha when she looks like Elsie
chelsea,elvis costello,39,7,I don't want to go to Chelsea
chelsea,elvis costello,39,8,Oh, no, it does not move me
chelsea,elvis costello,39,9,Even though I've seen the movie
chelsea,elvis costello,39,10,I don't want to check your pulse
chelsea,elvis costello,39,11,I don't want nobody else
chelsea,elvis costello,39,12,I don't want to go to Chelsea
chelsea,elvis costello,39,13,Everybody's got new orders
chelsea,elvis costello,39,14,Be a nice girl and kiss the warders
chelsea,elvis costello,39,15,Now the teacher is away
chelsea,elvis costello,39,16,All the kids begin to play
chelsea,elvis costello,39,17,Men come screaming, dressed in white coats
chelsea,elvis costello,39,18,Shake you very gently by the throat
chelsea,elvis costello,39,19,One's named Gus, one's named Alfie
chelsea,elvis costello,39,20,I don't want to go to Chelsea
chelsea,elvis costello,39,21,Oh, no, it does not move me
chelsea,elvis costello,39,22,Even though I've seen the movie
chelsea,elvis costello,39,23,I don't want to check your pulse
chelsea,elvis costello,39,24,I don't want nobody else
chelsea,elvis costello,39,25,I don't want to go to Chelsea
chelsea,elvis costello,39,26,Photographs of fancy tricks to get your kicks at sixty-six
chelsea,elvis costello,39,27,He thinks of all the lips that he licks
chelsea,elvis costello,39,28,And all the girls that he's going to fix
chelsea,elvis costello,39,29,She gave a little flirt, gave herself a little cuddle
chelsea,elvis costello,39,30,But there's no place here for the mini-skirt waddle
chelsea,elvis costello,39,31,Capital punishment, she's last year's model
chelsea,elvis costello,39,32,They call her Natasha when she looks like Elsie
chelsea,elvis costello,39,33,I don't want to go to Chelsea
chelsea,elvis costello,39,34,Oh, no, it does not move me
chelsea,elvis costello,39,35,Even though I've seen the movie
chelsea,elvis costello,39,36,I don't want to check your pulse
chelsea,elvis costello,39,37,I don't want nobody else
chelsea,elvis costello,39,38,I don't want to go to Chelsea
new amsterdam,elvis costello,26,0,You're sending me tulips mistaken for lilies
new amsterdam,elvis costello,26,1,You give me your lip after punching me silly
new amsterdam,elvis costello,26,2,You turned my head till it rolled down the brain drain
new amsterdam,elvis costello,26,3,If I had any sense now I wouldn't want it back again
new amsterdam,elvis costello,26,4,New Amsterdam it's become much too much
new amsterdam,elvis costello,26,5,Till I have the possession of everything she touches
new amsterdam,elvis costello,26,6,Till I step on the brake to get out of her clutches
new amsterdam,elvis costello,26,7,Till I speak double dutch to a real double duchess
new amsterdam,elvis costello,26,8,Down on the mainspring, listen to the tick tock
new amsterdam,elvis costello,26,9,Clock all the faces that move in on your block
new amsterdam,elvis costello,26,10,Twice shy and dog tired because you've been bitten
new amsterdam,elvis costello,26,11,Everything you say now sounds like it was ghost-written
new amsterdam,elvis costello,26,12,New Amsterdam it's become much too much
new amsterdam,elvis costello,26,13,Till I have the possession of everything she touches
new amsterdam,elvis costello,26,14,Till I step on the brake to get out of her clutches
new amsterdam,elvis costello,26,15,Till I speak double dutch to a real double duchess
new amsterdam,elvis costello,26,16,Back in London they'll take you to heart after a little while
new amsterdam,elvis costello,26,17,Though I look right at home I still feel like an exile
new amsterdam,elvis costello,26,18,Somehow I found myself down at the dockside
new amsterdam,elvis costello,26,19,Thinking about the old days of Liverpool and Rotherhithe
new amsterdam,elvis costello,26,20,The transparent people who live on the other side
new amsterdam,elvis costello,26,21,Living a life that is almost like suicide
new amsterdam,elvis costello,26,22,New Amsterdam it's become much too much
new amsterdam,elvis costello,26,23,Till I have the possession of everything she touches
new amsterdam,elvis costello,26,24,Till I step on the brake to get out of her clutches
new amsterdam,elvis costello,26,25,Till I speak double dutch to a real double duchess
opportunity,elvis costello,25,0,Born in the middle of a second big baby boom
opportunity,elvis costello,25,1,Those noisy boys just might have spoken up too soon
opportunity,elvis costello,25,2,Now I'm looking for a little girl, I wonder where she's gone
opportunity,elvis costello,25,3,Big money for families having more than one
opportunity,elvis costello,25,4,Opportunity, opportunity
opportunity,elvis costello,25,5,This is your big opportunity
opportunity,elvis costello,25,6,They shop around
opportunity,elvis costello,25,7,follow you without a sound
opportunity,elvis costello,25,8,Whatever you do now
opportunity,elvis costello,25,9,Don't turn around
opportunity,elvis costello,25,10,Whatever happened to the pride of the nation?
opportunity,elvis costello,25,11,They say, "just wait until you break formation"
opportunity,elvis costello,25,12,She was sitting pretty on a velvet cushion
opportunity,elvis costello,25,13,But her bedroom eyes were like a button she was pushing
opportunity,elvis costello,25,14,She said, "When they get to Dover they'll be be taking over"
opportunity,elvis costello,25,15,I said I'd come to her defense and then she pulled me over
opportunity,elvis costello,25,16,Chorus
opportunity,elvis costello,25,17,I'm in the foxhole, I'm down in the trench
opportunity,elvis costello,25,18,I'd be a hero but I can't stand the stench
opportunity,elvis costello,25,19,The Fitness Institute was full of General Motormen
